book_a;book_b;count
0451167317;0451172817;12
0425158616;0425147622;12
0446610399;0446608955;12
0515128546;051513287X;12
0425158616;0380718340;12
0812517725;0812511816;12
0440235596;0316666343;12
0743418204;0743418174;12
0380718340;0446610038;12
0440220602;0440221471;12
0446608955;059035342X;12
0441005748;0441005241;12
1400034779;0385504209;12
0380710218;0440214041;12
0439064864;0345337662;12
0446608955;0446610399;12
0446608815;0446610038;12
0441005748;0441000916;12
0515128546;0515121843;12
0375706771;0060987103;12
0373244487;051513287X;12
0316096199;0375726403;12
0140293248;0060930535;12
0451526341;0451524934;12
0385265700;0312195516;12
0385722206;0156027321;12
0060392452;0446532231;12
0345438329;0316666343;12
0060392452;0316666343;12
0316603287;0316666343;12
0312924585;0440224675;12
0553279912;0553284789;12
0670868361;0670855030;12
0553250426;0312195516;12
0449219364;0449223604;12
0345353145;0345378490;12
0440213525;059035342X;12
0446531332;0385504209;12
0684874350;0679781587;12
0345353145;0345402871;12
0060976845;0671003755;12
0345402871;0345353145;12
0671038184;0446672211;12
0345378490;0345353145;12
0345353145;0345380371;12
0060934417;0385504209;12
0451524934;0451526341;12
0441005748;0441003745;12
0553279912;0449221512;12
0842329285;084233226X;12
0441002935;0441304834;12
0345361792;0312195516;11
044022165X;0440234743;11
0515128554;0515124214;11
0446601241;0446610038;11
0316569321;0446672211;11
0451156609;0451184963;11
0671021001;0316601950;11
0060987561;067976402X;11
0451186362;0451180232;11
0060930535;0385504209;11
084233226X;0842332251;11
0060934417;0142001740;11
0345443284;067976402X;11
055321313X;0553213164;11
0140257934;0140265686;11
0553213164;055321313X;11
0380717018;0425154092;11
0671021001;0452282829;11
0684872153;0316666343;11
0345443284;0679781587;11
0515136379;0515131229;11
0385335482;0446672211;11
0345443284;0446672211;11
1558743669;0316666343;11
0380710218;0425147622;11
0439136350;0439064872;11
0312265859;0312306326;11
0385722206;067976402X;11
0060987561;0316666343;11
0375707972;0316569321;11
051513287X;0515136530;11
0446606189;0446364193;11
0743237188;0316601950;11
0618002227;0439064864;11
0449221482;0449221490;11
0312265859;0312966091;11
0060976845;0446672211;11
0140265686;0140257934;11
0452284449;0452282152;11
0743237188;0316666343;11
0515126772;051512317X;11
0060987561;0142000205;11
0452282829;0671021001;11
0312265867;0671001795;11
0385424728;0385490992;11
0439064864;0446310786;11
0446605239;0786868716;11
0141000198;0140298479;11
0446610038;0061009059;11
0671027360;0452282152;11
0440226430;0375707972;11
0452282152;0452284449;11
0552140295;0552134643;11
0553279378;0316666343;11
034538475X;0345404319;11
0380710218;0425154092;11
0670868361;0684853507;11
0440213525;044022165X;11
0425180638;0425154092;11
0061009059;0446610038;11
0425163407;0425158616;11
0345378490;0440211727;11
0552124753;0552131067;11
0440213525;0345370775;11
0345353145;0345378482;11
0345378490;044021145X;11
0552124753;0552131075;11
051512317X;0515126772;11
0439064864;0439136369;11
0060987103;0375726403;11
0449221504;0449221490;11
0142000205;0060987561;11
0804106304;0316601950;11
0452282829;0316569321;11
0515120618;0515132020;11
0451180232;0451176464;11
084232920X;0842329242;11
0515131229;0515136379;11
0451184963;0451176464;11
0385490992;0385424728;11
0440226430;0142001740;11
0515122734;0515121843;11
0671021001;0385504209;11
0786868716;0060928336;11
0451184963;0451156609;11
0440236673;0440211727;11
0449221504;0553271636;11
0060502258;0679781587;11
0385484518;0312195516;11
0156027321;0679781587;11
0451163524;0451176464;11
0451172817;0451176464;11
0842332251;084233226X;11
0385335482;0312291639;11
0345361792;0679781587;11
0385335482;0060928336;11
0156027321;0671003755;11
0385505833;0743237188;11
0515132020;0515120618;11
0385720106;067976402X;11
0385335482;0140293248;11
0380718332;0380717018;11
0440226430;014028009X;11
0385484518;0316601950;11
0060987103;014028009X;11
0679429220;0142001740;11
0553284789;0449223604;11
0440226430;044651652X;11
0385490992;0385424736;11
0786868716;0060976845;11
0609804138;0142001740;11
0671670689;0671695169;11
0440222656;0385504209;11
044022165X;0440213525;11
0316693235;0316693251;11
0064471101;0064471047;11
0380717018;0380718332;11
0440226430;0743418174;11
0440226430;0316601950;11
0312291639;0385335482;11
0786868716;0446605239;11
0515124214;0515128554;11
0553271636;0449221504;11
0842329242;084232920X;11
084233226X;0842329218;11
0446607657;0446610038;11
0446310786;0439064864;11
0446607657;0446606189;11
0345361792;0385504209;11
0439136369;0439064864;11
0060987103;0385504209;11
0375707972;067976402X;11
0151008116;0312195516;11
1400031354;0316666343;11
0425147622;0380710218;11
042518630X;0425189031;11
0440226430;0060928336;11
0684853507;0670835382;11
0316569321;0312195516;11
0684853507;0670868361;11
0449221504;0553280341;11
0609804138;0316666343;11
0385335482;0786868716;11
0316569321;0452282829;11
0553280945;0553250426;11
0345361792;0375726403;11
0552131059;0552131067;11
044023722X;0440211727;11
0425154092;0380710218;11
0425154092;0380717018;11
0060934417;0743418174;11
0670844527;0670839531;11
0449223604;0553284789;11
068484477X;0679781587;11
0140293248;0312195516;11
0446364193;0446606189;11
0316569321;067976402X;11
0440234743;044022165X;11
0439136350;0316769487;11
0446364193;0446610038;11
0552134643;0552131075;11
0425158616;0425163407;11
0515136530;051513287X;11
0316603287;0385504209;11
0552131067;0552124753;11
0842329129;0842329277;11
0552131067;0552131059;11
0385720106;0375706771;11
0375707972;0446605239;11
0446605239;0375707972;11
0670835382;0684853507;11
0425154092;0425180638;11
0446605239;0316601950;11
0449221482;0553279912;11
0446610399;0446605239;11
0064471047;0064471101;11
0060976845;0142001740;11
0345404319;034538475X;11
0385199570;0670839531;11
0060502258;0312195516;11
0590353403;0385504209;11
0380710218;044021145X;11
0842329277;0842329293;11
0425189031;042518630X;11
0671695126;0671695169;11
0449221490;0449221504;11
0449221490;0449221512;11
0425162443;0316601950;11
0446605239;0385504209;11
0446605239;0385484518;11
0316284955;0312195516;11
0312291639;0312195516;11
0812548094;0812551478;11
044651652X;0440226430;11
0449212602;0316666343;11
0449221490;0449221482;11
0375707972;0440226430;11
0385484518;0671003755;11
0060938455;0385504209;11
0345378482;0345353145;11
0552134643;0552140295;11
0156027321;0312195516;11
0804106304;0345370775;11
0446608955;0316666343;11
0670839531;0385199570;11
0385484518;0446605239;11
0618002227;0618002219;11
0842329129;0316666343;11
014029628X;0452282152;11
0316693251;0316693235;11
0140293248;0452282152;11
0316569321;0375707972;11
0375703055;0375727345;11
0375726403;0345361792;11
0316899984;0375727345;11
0140293248;0385335482;11
0440224675;0345370775;11
0451180232;0451186362;11
0671695169;0671695126;11
0446610038;0446607657;11
0385335881;0743418174;11
0446606189;0446607657;11
0373484224;0515128546;11
0446606189;0446610038;11
0618002219;0618002227;11
0553280341;0449221504;11
0553250426;0553280945;11
0671003755;0316601950;11
0439064872;044021145X;11
0060392452;0385504209;11
014029628X;0142001740;11
0446605239;0446610399;11
0804114986;0312195516;11
0679746048;0316666343;11
0842329218;084233226X;11
0451176464;0451163524;11
0316788228;0316666343;11
0552131075;0552134643;11
0451176464;0451172817;11
0375705856;0316666343;11
0671695169;0671670689;11
0451176464;0451180232;11
0451176464;0451184963;11
0449005615;0312195516;11
0452282829;067976402X;11
0671038184;0060930535;11
0312995423;0385504209;11
0449221490;0553279556;11
0812551478;0812548094;11
0553279912;0449219364;11
0439064872;0439136350;11
0140298479;0141000198;11
0804114986;0316666343;11
0553279912;0449221482;11
0060392452;0312195516;11
0446610038;0446364193;11
0743237188;0385505833;11
0590353403;0618002219;11
0552131075;0552124753;11
0452282829;0060930535;11
0842329277;0842329129;11
0060976845;0786868716;11
0684874350;0316666343;11
0452269571;0316666343;11
0446610038;0446606189;11
0449221490;0553284789;11
0684874350;0312195516;11
0312306326;0312265859;11
0618002219;0590353403;11
0515128546;0373484224;11
0842329293;0842329277;11
0670839531;0670844527;11
0385424736;0385490992;11
0515121843;0515122734;11
0449221490;0553279912;11
0060502258;0446672211;10
0515128554;0373483503;10
0316569321;0312305060;10
0515128546;0515124214;10
0060502258;0316666343;10
0060976845;0671027360;10
0140265686;014025448X;10
0060502258;0312278586;10
0312924585;0440214041;10
0060934417;1400031354;10
0671759345;0671695169;10
0439139597;0316769487;10
0140254544;0140270590;10
0515124214;0515128546;10
0385265700;0375707972;10
0446608955;0385484518;10
0439139597;0345337662;10
0385265700;0375727345;10
0312924585;0440213525;10
0064407667;0060987103;10
0449221490;0449223604;10
0553574671;0553574663;10
044651652X;0385504209;10
0060502258;0375706771;10
0425175405;0425169863;10
0060987103;0743418174;10
0425175405;0425163407;10
0380718332;0425147622;10
0425175405;0425154092;10
0671027360;0060976845;10
0553213172;0553213164;10
0064471063;0064471047;10
0446601241;0446605484;10
0345313860;0385504209;10
0679429220;0679781587;10
0446608815;0446605484;10
0385510438;0385504209;10
0064407667;0060928336;10
0451142934;0451156609;10
0316693200;0316693235;10
0316776963;0385484518;10
0385720106;0452282152;10
0452279178;0452262143;10
0515128546;051511779X;10
0441008534;0441010512;10
0385720106;0142001740;10
0385722206;0743418174;10
0385720106;0375727345;10
0385265700;0425167313;10
051511779X;0515131229;10
0425154092;0425175405;10
0345427637;0553572997;10
0449221490;0449219364;10
0671510053;068484477X;10
0670855030;0670839531;10
0553295977;0515131229;10
0812550757;0812550706;10
0812550757;0812509250;10
0385722206;014029628X;10
0060977493;0679781587;10
0425180638;0425163407;10
0064407667;0345337662;10
080411109X;0316666343;10
0385720106;0446672211;10
0140298479;0316666343;10
0670858692;0684853507;10
051511779X;0515132020;10
0515114693;0515128546;10
0670894605;0316666343;10
0385720106;0060930535;10
0064471055;0064471047;10
0805063897;0743418174;10
034538475X;0679441018;10
051511779X;0515114693;10
0380718332;0425163407;10
0670858692;0670839531;10
0064407667;0316666343;10
0345339738;043935806X;10
051511779X;0515128546;10
0312924585;044021145X;10
0670868361;0670858692;10
0375504397;0452279178;10
0553574663;0553574671;10
0060934417;0060987103;10
0679746048;0385335482;10
0061009059;0375706771;10
0345313860;0679441018;10
0670868361;0670839531;10
080411109X;0142001740;10
0385490992;0385472951;10
0441005241;0441304834;10
084232920X;0842329285;10
0552140295;0552131075;10
0345413369;0345413350;10
0618002219;0439064864;10
0451177096;0451184963;10
0670858692;0670868361;10
0679746048;0743418174;10
1573229326;0316666343;10
0064400042;0064400034;10
0553213164;0553213172;10
0373483503;0515126772;10
0385720106;0060987561;10
084233226X;0842329269;10
0449221490;0553280368;10
0385492081;0316666343;10
014025448X;0140270590;10
014025448X;0140265686;10
067102423X;0451167317;10
067102423X;0451160525;10
067102423X;0451156609;10
0140298479;0312195516;10
0452262143;0452279178;10
0446670251;0312195516;10
0312265859;0385504209;10
0609804138;0312195516;10
0679441018;0345313860;10
0515132020;051511779X;10
0679441018;0345337662;10
0345313860;0451524934;10
0679441018;034538475X;10
1558744150;155874262X;10
0804106304;067976402X;10
0060392452;0345370775;10
0451180232;0451156609;10
0373483503;0515128554;10
1400034779;0671027360;10
0345313860;0451160525;10
0385493800;0385424736;10
0385424736;0385493800;10
0140244824;0316666343;10
0385505833;0375706771;10
031298328X;0312983271;10
0425180638;0425147622;10
0786890436;0316666343;10
0590353403;0618002227;10
0449221490;0553280341;10
0451526341;0446310786;10
0373483503;0515132020;10
0894805770;089480829X;10
0385505833;0375727345;10
0345413350;0345413369;10
0805063897;0385504209;10
0345361792;0060930535;10
0060987103;0060928336;10
0345434803;0345337662;10
0316693235;0316693200;10
0842329285;084232920X;10
0515114693;0515128554;10
0451524934;0345313860;10
0441010512;0441008534;10
0316284955;0312278586;10
0440225701;0440213525;10
0385510438;0316666343;10
0425147622;0425180638;10
0316284955;0142001740;10
0312990456;0312980140;10
0312990456;0312983867;10
0671867091;044021145X;10
0812550706;0812550757;10
0345384466;0345351525;10
0425147622;0380718332;10
0446601241;0446364193;10
068484267X;0452282152;10
0064471047;0064471055;10
0440236673;044021145X;10
038572179X;0316666343;10
1400034779;0743418174;10
0515114693;051511779X;10
0316776963;0312195516;10
0441005748;0441304834;10
0316603287;0316602906;10
0312983867;0312990456;10
0312291639;0312305060;10
0671041789;0385504209;10
0064471047;0064471063;10
0380002930;0312195516;10
0375504397;0743211383;10
0446364193;0446601241;10
0440236673;0440220602;10
038079487X;0385335482;10
0805063897;0060987103;10
0399501487;0345370775;10
0515128554;0515114693;10
068484477X;0446310786;10
0385335881;0316666343;10
1878424319;0316666343;10
0060934417;0671027360;10
038079487X;0786868716;10
0440226430;0446310786;10
0140230165;0140067477;10
0451184963;0451177096;10
0515131229;0373244487;10
0425167313;0385265700;10
0671041789;0316666343;10
0441304834;0441005748;10
0515121843;0515126772;10
0446364193;0440214041;10
014029628X;0385722206;10
0316602906;0316603287;10
0449223612;0553284789;10
0140270590;0140254544;10
0451156609;0451180232;10
0671038184;0375707972;10
0684874350;0385504209;10
0446364193;0440220602;10
0671021001;0440211727;10
0671021001;0440213525;10
0439064872;0440213525;10
0345380371;0440211727;10
0345380371;044021145X;10
0441304834;0441005241;10
0060987561;0385504209;10
074343627X;067102423X;10
0060987561;0671021001;10
0440226104;0446672211;10
0618002227;0590353403;10
0679735771;0316666343;10
0316096199;0312195516;10
1400031354;0786868716;10
0671793489;0440213525;10
0439139600;0060928336;10
0140293248;0385504209;10
0451156609;0451163524;10
0440224764;0440213525;10
0142001430;0312195516;10
0451156609;0451142934;10
0812509250;0812550757;10
0451183665;0345353145;10
0440226104;0671038184;10
0425169863;0425175405;10
0451163524;0451156609;10
0743211383;0684867621;10
0451166892;0316666343;10
051513287X;0515120618;10
0425132048;0316666343;10
0316569321;0375727345;10
0345391055;0345370775;10
0804105820;080410526X;10
0316693286;0316693251;10
0064407675;043935806X;10
034540288X;0345353145;10
0312966970;0553280341;10
0316776963;0743418174;10
0316096199;0446672211;10
0441001971;0441005241;10
0312983271;0312966091;10
0767905180;0743418174;10
0140270590;014025448X;10
0671021001;0446310786;10
0440236673;0312195516;10
0671021001;0060987561;10
0066214122;0316666343;10
0312305060;0316569321;10
0451160525;067102423X;10
0767905180;0316666343;10
0671042858;0451167317;10
0312983271;031298328X;10
0440226104;0316666343;10
080411868X;0316666343;10
0446605484;0446601241;10
0451160525;0345313860;10
0345391055;044021145X;10
0373244487;0515132020;10
0786885688;0316666343;10
0373244487;0515131229;10
0842329269;084233226X;10
0515132020;0373483503;10
0451167317;067102423X;10
0671695169;0671759345;10
1400031354;0385722206;10
0515132020;0373244487;10
0451167317;0671042858;10
0671038184;0440226104;10
0515126772;0373483503;10
0743211383;0375504397;10
0812513738;0812511816;10
0425124347;0425128164;10
0425182878;0446610038;10
0060987529;0679781587;10
0425121631;0425132048;10
0345351525;0345384466;10
0684867621;0743211383;10
0812511816;0812513738;10
0312305060;0312291639;10
0060987529;0743418174;10
0671038184;0316601950;10
0316284955;0375727345;10
0552131067;0552131075;10
0446605484;0446608815;10
0671038184;0452282829;10
0060987561;0679781587;10
0345353145;034540288X;10
0552131075;0552131067;10
0380710218;0425163407;10
0451156609;067102423X;10
0380730138;0452282829;10
0373218486;0373218036;10
0515120618;051513287X;10
0425163407;0380710218;10
0670839531;0670868361;10
0425163407;0380718332;10
0670839531;0670855030;10
1400031354;0316776963;10
038550926X;0316666343;10
0425128164;0425124347;10
0060987561;0316601950;10
0316776963;1400031354;10
0064400034;0064400042;10
